,0,1,2,3,4,5,6,7,8,9,10,11,12,Class
0,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
1,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
2,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
3,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
4,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
5,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
6,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
7,990,1000,1002,1002,1002,1002,1002,1002,1002,1002,1002,4574,4609,1
8,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
9,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
10,1000,1010,1012,1012,1012,1012,1012,1012,1012,1012,1012,4566,4609,1
11,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
12,1001,1002,1004,1004,1004,1004,1004,1004,1004,1004,1004,4575,4609,1
13,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
14,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
15,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
16,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
17,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
18,1004,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4585,4609,1
19,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
20,976,978,978,978,978,978,978,978,978,978,978,3773,4609,1
21,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
22,1001,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
23,976,978,978,978,978,978,978,978,978,978,978,3778,4609,1
24,1001,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
25,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
26,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
27,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
28,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
29,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
30,994,1005,1007,1007,1007,1007,1007,1007,1007,1007,1007,4579,4609,1
31,1010,1011,1013,1013,1013,1013,1013,1013,1013,1013,1013,4585,4609,1
32,995,1003,1005,1005,1005,1005,1005,1005,1005,1005,1005,4577,4609,1
33,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
34,1013,1014,1016,1016,1016,1016,1016,1016,1016,1016,1016,4591,4609,1
35,1004,1005,1007,1007,1007,1007,1007,1007,1007,1007,1007,4579,4609,1
36,997,999,999,999,999,999,999,999,999,999,999,4568,4609,1
37,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
38,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
39,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
40,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
41,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
42,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
43,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4586,4609,1
44,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4589,4609,1
45,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
46,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
47,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4581,4609,1
48,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4591,4609,1
49,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
50,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
51,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
52,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
53,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
54,997,1010,1013,1013,1013,1013,1013,1013,1013,1013,1013,4588,4609,1
55,1011,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,4588,4609,1
56,1006,1007,1009,1009,1009,1009,1009,1009,1009,1009,1009,4582,4609,1
57,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
58,989,1002,1005,1005,1005,1005,1005,1005,1005,1005,1005,4578,4609,1
59,1011,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013,4588,4609,1
60,1003,1004,1006,1006,1006,1006,1006,1006,1006,1006,1006,4579,4609,1
61,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
62,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
63,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
64,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
65,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
66,1001,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
67,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4590,4609,1
68,1001,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4590,4609,1
69,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
70,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
71,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4590,4609,1
72,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
73,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
74,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
75,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
76,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
77,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
78,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4587,4609,1
79,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
80,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
81,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
82,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
83,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
84,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4570,4609,1
85,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
86,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
87,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
88,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
89,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
90,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
91,1003,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
92,1003,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
93,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
94,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4590,4609,1
95,1015,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,4581,4609,1
96,1015,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,4577,4609,1
97,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
98,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
99,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
100,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
101,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
102,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
103,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4554,4609,1
104,1005,1006,1008,1008,1008,1008,1008,1008,1008,1008,1008,4536,4609,1
105,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
106,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
107,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
108,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
109,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
110,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
111,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
112,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
113,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
114,1013,1016,1018,1018,1018,1018,1018,1018,1018,1018,1018,4593,4609,1
115,1015,1016,1018,1018,1018,1018,1018,1018,1018,1018,1018,4592,4609,1
116,999,1014,1017,1017,1017,1017,1017,1017,1017,1017,1017,4590,4609,1
117,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
118,1003,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
119,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
120,1015,1016,1018,1018,1018,1018,1018,1018,1018,1018,1018,4591,4609,1
121,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
122,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
123,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
124,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
125,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
126,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
127,1012,1015,1017,1017,1017,1017,1017,1017,1017,1017,1017,4585,4609,1
128,1014,1015,1017,1017,1017,1017,1017,1017,1017,1017,1017,4588,4609,1
129,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
130,1013,1014,1016,1016,1016,1016,1016,1016,1016,1016,1016,4581,4609,1
131,1012,1014,1016,1016,1016,1016,1016,1016,1016,1016,1016,4581,4609,1
132,1015,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
133,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
134,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
135,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
136,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
137,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
138,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
139,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
140,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
141,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
142,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4589,4609,1
143,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4589,4609,1
144,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4589,4609,1
145,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
146,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
147,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
148,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
149,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
150,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4585,4609,1
151,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4585,4609,1
152,1006,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4585,4609,1
153,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
154,1015,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
155,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4571,4609,1
156,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
157,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
158,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
159,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
160,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
161,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
162,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
163,1001,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
164,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
165,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
166,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
167,991,993,993,993,993,993,993,993,993,993,993,4548,4609,1
168,988,989,991,991,991,991,991,991,991,991,991,4536,4609,1
169,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
170,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
171,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
172,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
173,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
174,1006,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
175,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4586,4609,1
176,1015,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4589,4609,1
177,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
178,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
179,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
180,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
181,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
182,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
183,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
184,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
185,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
186,1003,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4591,4609,1
187,1006,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4591,4609,1
188,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4590,4609,1
189,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
190,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
191,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4577,4609,1
192,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4591,4609,1
193,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
194,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
195,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
196,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
197,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
198,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4577,4609,1
199,974,976,976,976,976,976,976,976,976,976,976,4286,4609,1
200,1014,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,4591,4609,1
201,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
202,990,991,993,993,993,993,993,993,993,993,993,4398,4609,1
203,1015,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4588,4609,1
204,990,991,993,993,993,993,993,993,993,993,993,4396,4609,1
205,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
206,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
207,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
208,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
209,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
210,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
211,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4590,4609,1
212,1015,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,4587,4609,1
213,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
214,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
215,1006,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4591,4609,1
216,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
217,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
218,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
219,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
220,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
221,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
222,1001,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
223,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
224,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4588,4609,1
225,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
226,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
227,1001,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
228,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
229,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
230,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
231,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
232,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
233,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
234,1003,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
235,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4588,4609,1
236,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4590,4609,1
237,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
238,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
239,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4588,4609,1
240,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4581,4609,1
241,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
242,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
243,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
244,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
245,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
246,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4582,4609,1
247,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4588,4609,1
248,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4591,4609,1
249,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
250,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4591,4609,1
251,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4582,4609,1
252,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4582,4609,1
253,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
254,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
255,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
256,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
257,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
258,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
259,988,989,991,991,991,991,991,991,991,991,991,4543,4609,1
260,1014,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4590,4609,1
261,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
262,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
263,985,987,987,987,987,987,987,987,987,987,987,4515,4609,1
264,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
265,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
266,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
267,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
268,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
269,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
270,1001,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
271,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,1019,4588,4609,1
272,1015,1017,1017,1017,1017,1017,1017,1017,1017,1017,1017,4586,4609,1
273,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
274,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
275,1000,1015,1018,1018,1018,1018,1018,1018,1018,1018,1018,4593,4609,1
276,1014,1016,1016,1016,1016,1016,1016,1016,1016,1016,1016,4585,4609,1
277,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
278,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
279,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
280,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
281,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
282,877,879,879,879,879,879,879,879,879,879,879,4284,4609,1
283,775,775,775,775,775,775,775,775,775,775,775,3744,4609,1
284,755,762,762,762,762,762,762,762,762,762,762,3717,4609,1
285,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
286,899,912,915,915,915,915,915,915,915,915,915,4054,4609,1
287,1005,1007,1007,1007,1007,1007,1007,1007,1007,1007,1007,4568,4609,1
288,1007,1008,1010,1010,1010,1010,1010,1010,1010,1010,1010,4571,4609,1
289,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
290,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
291,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
292,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
293,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
294,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4592,4609,1
295,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4585,4609,1
296,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4593,4609,1
297,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,0
298,1016,1017,1019,1019,1019,1019,1019,1019,1019,1019,1019,4594,4609,1
299,1001,1016,1019,1019,1019,1019,1019,1019,1019,1019,1019,4591,4609,1
